Date/Time	City	State	Shape	Duration	Summary	Posted	Month	Day	Date	Time	Periods	Duration_Sec	US_STATE	Lat	Long
12/31/15 23:59	Eugene	OR	Fireball	7 minutes	Viewed 4 slow moving orange-ish orbs on new years eve moving from E to W until they disappeared on the horizon.	1/5/16	12	31	12/31/15	23:59	12	420.0	1	44.052068715	-123.086746106
12/31/15 23:59	Salem	UT	Sphere	6 minutes	I was driving home from work and I saw 3 orange lights coming from the south west moving slowly, I stopped the car next to a food store	1/5/16	12	31	12/31/15	23:59	12	360.0	1	40.053008083	-111.67353589
12/31/15 23:55	Fairbanks	AK	Circle	20 minutes	Eight small circular craft near surface, seen at Fairbanks, Alaska.	1/5/16	12	31	12/31/15	23:55	12	1200.0	1	64.837776235	-147.716386024
12/31/15 23:45	Port Saint Lucie	FL	Sphere	8 minutes	"Very odd.  At about 11:45 pm on New Years Eve, I what appeared to be 2 orange ""orbs"" moving from the SE to NW direction."	1/8/16	12	31	12/31/15	23:45	12	480.0	1	27.293926797	-80.350325945
12/31/15 23:00	Wilkes-Barre	PA	Oval	5 minutes	Low oval reddish pinkish lights came flying from the mountain over 80 west.	1/5/16	12	31	12/31/15	23:00	12	300.0	1	41.245906228	-75.881309016
12/31/15 23:00	Steamboat Springs	CO	Light	1 hour	Six red orange lights over tree line that made different shapes.  Viewed for over an hour.	1/5/16	12	31	12/31/15	23:00	12	3600.0	1	40.484978751	-106.831718042
12/31/15 23:00	Saint George	UT	Other	10 minutes	We were driving home on the freeway and saw 3 red orbs in the sky.  One by one, they vanished.  Clear night.	1/20/16	12	31	12/31/15	23:00	12	600.0	1	37.104149758	-113.584115849
12/31/15 22:55	Sacramento	CA	Diamond	5 minutes	Diamond shaped object dropping flares.	1/5/16	12	31	12/31/15	22:55	12	300.0	1	38.581566656	-121.494395907
12/31/15 22:00	Las Vegas	NV	Light	5 minutes	Very bright red light hovering over western residential area of Las Vegas for a short time.	1/5/16	12	31	12/31/15	22:00	12	300.0	1	36.174968712	-115.13721603
12/31/15 22:00	Titusville	FL	Light	5 minutes	Saw 2 orange orbs rise from wooded land west of Titusville, head east and then follow I-95 north for several minutes.	1/20/16	12	31	12/31/15	22:00	12	300.0	1	28.612219814	-80.807548372
12/31/15 22:00	Scottsdale	AZ	Light	60 minutes	Star-like object in SE sky over Reservation with distinct multi-colored lights.  ((NUFORC Note:  Sighting of the star, Sirius.  PD))	1/5/16	12	31	12/31/15	22:00	12	3600.0	1	33.509207266	-111.89902888
12/31/15 20:40	Menifee	CA	Fireball	5-10 minutes	Two friends came over for New Year's, but instead of 'Hi,' one friend came in shouting 'I think there's a UFO!' My other friend stayed.	1/5/16	12	31	12/31/15	20:40	11	600.0	1	33.72834682	-117.146418238
12/31/15 20:30	Bellingham	WA	Light	10-15 minutes	10-15 yellow orange lights south of Bellingham.	1/5/16	12	31	12/31/15	20:30	11	900.0	1	48.759546483	-122.488218218
12/31/15 20:15	Bay City	TX	Circle	5 minutes	Four red, non-strobing lights, slowly moving across night sky.	1/5/16	12	31	12/31/15	20:15	11	300.0	1	28.982757433	-95.969398441
12/31/15 20:10	Ypsilanti	MI	Sphere	4-6 minutes	Encountered an obscured object hovering 20-30 feet above the road, and observed it as we drove directly under it.	1/5/16	12	31	12/31/15	20:10	11	360.0	1	42.241145912	-83.612986423
12/31/15 20:00	Gadsden	AL	Fireball	5 minutes	Two fireballs traveling same path a minute or 2 apart.	1/5/16	12	31	12/31/15	20:00	11	300.0	1	34.014255949	-86.006639015
12/31/15 19:30	Canaan	NH	Sphere	5-10 minutes	I witnessed three bright orange orbs off in the distance.  They seemed to be hitting the horizon.  They were completely silent.	1/5/16	12	31	12/31/15	19:30	10	600.0	1	43.647568109	-72.011746892
12/31/15 19:25	Plainfield	VT	Unknown	30 seconds	Low flying, noisy low pitch type sound, large rectangular blue light with two red same-sized lights right behind.	1/23/16	12	31	12/31/15	19:25	10	30.0	1	44.278119656	-72.426488589
12/31/15 19:00	Southwest UK 	AL	Triangle	40 minutes	Dull light moving slowly sometimes circling but turns out to be a big body like a cloud, but a moving thing.  Lost time.	1/5/16	12	31	12/31/15	19:00	10	2400.0	1		
12/31/15 19:00	Fairbanks	AK		6 hours		1/14/16	12	31	12/31/15	19:00	10	21600.0	1	64.837776235	-147.716386024
12/31/15 18:00	Sequim	WA	Triangle	5 seconds	It was dark but the craft was about 80 feet in length.  It had 5 lights the were a light faded green color and the lights were large in	1/5/16	12	31	12/31/15	18:00	10	5.0	1	48.079539826	-123.101837766
12/31/15 17:30	San Ysidro	CA	Circle	5 minutes	Circle with red and white lights.	1/5/16	12	31	12/31/15	17:30	9	300.0	1	32.551998207	-117.043075908
12/31/15 15:00	Monmouth	OR	Egg	10 seconds	A white balloon gives off a bright blue light and disappears along with the balloon.	1/5/16	12	31	12/31/15	15:00	8	10.0	1	44.848448546	-123.23398654
12/31/15 11:45	Simpsonville	SC	Circle	2 minutes	Orange non blinking light lasting 2 minutes.	1/23/16	12	31	12/31/15	11:45	6	120.0	1	34.737058309	-82.254277992
12/31/15 09:00	Bessemer City	NC	Changing	20 seconds	The red light stayed in the same spot then moved slightly and disapeared. the light was pulsating.	1/5/16	12	31	12/31/15	09:00	5	20.0	1	35.284857698	-81.283966095
12/31/15 05:33	Olympia	WA	Unknown	10 minutes	Slow moving, bright colored light in western sky.	1/5/16	12	31	12/31/15	05:33	3	600.0	1	47.037868761	-122.900696615
12/31/15 01:00	Miami	FL	Sphere	30 minutes or more	Large number of red-orange spheres over Miami.	1/5/16	12	31	12/31/15	01:00	1	1800.0	1	25.774267648	-80.193658847
12/31/15 00:02	Post Falls	ID	Circle	7 minutes	3 bright red circular objects moving slowly southeast.  One was a minute ahead of the other two.  flew slowly then zipped off straight.	1/5/16	12	31	12/31/15	00:02	1	420.0	1	47.717956412	-116.951585527
12/31/15 00:00	Bangor	PA	Circle	5 minutes	4 UFO's fly over home  bright yellow circles headed south in Bangor, PA, midnight 2016.	1/8/16	12	31	12/31/15	00:00	1	300.0	1	40.865649471	-75.206566891
12/31/15 00:00	Avon	CO	Light	26 minutes	Two red lights over Avon, then 3 more over Eagle, CO.	1/5/16	12	31	12/31/15	00:00	1	1560.0	1	39.631368498	-106.522249004
12/30/15 22:00	Portland	OR	Light	5 hours	Dozen red green blue lights in portland sky that spin with two bright white lights that move.  ((NUFORC Note:  Stars??  PD))	1/5/16	12	30	12/30/15	22:00	12	18000.0	1	45.523447148	-122.676207036
12/30/15 22:00	Cle Elum	WA	Fireball	15 minutes	7-9 orange glowing objects traveling north/northeast right at the tree line.	1/5/16	12	30	12/30/15	22:00	12	900.0	1	47.195399782	-120.93924867
12/30/15 20:00	Harpersville	AL	Oval	5 minutes	6 oval white lights in the sky.  Followed us darted back and forth.	1/5/16	12	30	12/30/15	20:00	11	300.0	1	33.343999926	-86.438038234
12/30/15 19:30	Springfield	OR	Changing	5 hours	Shape changing UFO's in Springfield, Oregon.	1/5/16	12	30	12/30/15	19:30	10	18000.0	1	44.046237232	-123.022028348
12/30/15 19:10	Ocean Shores	WA	Other	30 seconds	Extremely high rate of speed fuzzy large red ball.	1/5/16	12	30	12/30/15	19:10	10	30.0	1	46.973699955	-124.156287697
12/30/15 18:38	Santa Maria	CA	Circle	30 seconds	My sister and I saw a very small grayish disk hovering really high up.	1/5/16	12	30	12/30/15	18:38	10	30.0	1	34.953025645	-120.435716352
12/30/15 16:50	Orient	OR	Cylinder	15-20 minutes	While driving at sunset I saw a hovering, vertical, cylindrical object glowing in the sun, which then separated into two objects.	1/5/16	12	30	12/30/15	16:50	9	1200.0	1	45.467337127	-122.352586753
12/30/15 09:15	Lee's Summit	MO	Sphere	10-15 seconds	Sphere.	1/5/16	12	30	12/30/15	09:15	5	15.0	1	38.910838437	-94.382168789
12/29/15 22:20	Reno	NV	Circle	4 seconds	We were driving in our BMW going southbound on Veterans and noticed a round green stoplight-shaped light about a mile up in the SE sky.	1/5/16	12	29	12/29/15	22:20	12	4.0	1	39.529628027	-119.81379954
12/29/15 22:00	Tehachapi	CA	Unknown	3 seconds	Green/blue bright light beams down for several seconds - totally silent outside.	1/5/16	12	29	12/29/15	22:00	12	3.0	1	35.132186246	-118.448967152
12/29/15 21:00	Brandon	FL	Oval	30 minutes	Hovering, blimp-like structure, someone else must have seen it.	1/5/16	12	29	12/29/15	21:00	11	1800.0	1	27.937797161	-82.285919184
12/29/15 18:17	Cullman	AL	Light	idk	Four lights going in a circle and rotating in the sky.  ((NUFORC Note:  Advertising lights?  PD))	1/5/16	12	29	12/29/15	18:17	10	877.0	1	34.174819701	-86.843609744
12/29/15 15:30	Hilldale	WV	Rectangle	15 minutes	My brother an I were flying our drones when we noticed a white boxy craft hovering at about 1,000 ft it seemed to be observing us.	1/5/16	12	29	12/29/15	15:30	8	900.0	1	37.637896895	-80.787295669
12/29/15 15:05	Walnut Creek	CA	Fireball	1 minute	I was awake, when suddenly a bright & large colored orange ball flew up from the horizon.  It was moving smoothly.	1/5/16	12	29	12/29/15	15:05	8	60.0	1	37.906307077	-122.064958777
12/29/15 05:00	Maryville	TN	Cigar	10	Saw a shooting star; disappeared.  as i was looking i saw a faint red line then a cigar shaped object hit what looked rockets boosters.	1/5/16	12	29	12/29/15	05:00	3	877.0	1	35.756469849	-83.970457202
12/29/15 04:40	Jacksonville	FL	Sphere	2 minutes	I noticed the moon had a ring around it and then saw a multi colored object in the sky.	1/5/16	12	29	12/29/15	04:40	3	120.0	1	30.332178689	-81.655646613
12/29/15 01:00	Cottonwood	AZ	Other	<1 minute	Fast multicolored Kershaw knife zips a few tight angles and poof straight up with no noise	1/23/16	12	29	12/29/15	01:00	1	60.0	1	34.73918662	-112.009876543
12/28/15 23:45	Sacramento	CA	Other	3-5 minutes	Etheric-like spaceshap?  Thingy?  Smokey-ish maybe?	1/5/16	12	28	12/28/15	23:45	12	300.0	1	38.581566656	-121.494395907
12/28/15 22:15	Glendale 	CA	Triangle	~5 minutes	"Lights dancing.  ((NUFORC Note:  Possible sightings of ""twinkling"" stars?  PD))"	1/5/16	12	28	12/28/15	22:15	12	300.0	1	34.142508068	-118.255079357
12/28/15 20:49	Boise	ID	Formation	5 minutes	8-10 large bright orange lights flying in straight line formation at very high altitude with no sound.	1/5/16	12	28	12/28/15	20:49	11	300.0	1	43.613497133	-116.203445915
12/28/15 18:07	Owensboro	KY	Triangle	30 seconds	Spotted a triangle-shaped set of lights in the clouds.	1/5/16	12	28	12/28/15	18:07	10	30.0	1	37.774216798	-87.11332931
12/28/15 02:00	Evansville	IN	Disk	5 minutes	I had let my German Shepherd out and heard him barking repeatedly and as I walked outside I noticed two disc shapes hovering close by.	1/5/16	12	28	12/28/15	02:00	2	300.0	1	37.974759502	-87.555847042
12/27/15 23:05	Gill	CO	Cigar	1 minute	2 or 3 lights found over the horizon- there and then gone.	1/5/16	12	27	12/27/15	23:05	12	60.0	1	40.454147487	-104.542177211
12/27/15 20:00	Londonderry	NH	Triangle	30 seconds	Triangle of stationary lights that suddenly flew away.	1/5/16	12	27	12/27/15	20:00	11	30.0	1	42.865087545	-71.373946489
12/27/15 18:20	Baton Rouge	LA	Formation	3 minutes	It was around 6:20 PM in the evening.  I was outside with my parents and we were loading a washing machine for a family member.	1/5/16	12	27	12/27/15	18:20	10	180.0	1	30.450747667	-91.154546701
12/26/15 20:50	Hamden	CT	Light	5 minutes	Long Trail of Orange Lights over Long Island/Connecticut.	1/5/16	12	26	12/26/15	20:50	11	300.0	1	41.395927415	-72.896768857
12/26/15 20:00	Sarasota	FL	Fireball	3 minutes	Orange light.	1/5/16	12	26	12/26/15	20:00	11	180.0	1	27.336425525	-82.530647967
12/26/15 19:30	Campobello	SC	Triangle	5 minutes	Orange lights; triangular in shape.	1/5/16	12	26	12/26/15	19:30	10	300.0	1	35.115668212	-82.150107736
12/26/15 18:45	Cape Coral	FL	Other	30-40 seconds	It looked exactly like a falling star but when it entered what i thought was the atmosphere it probably leveled out a couple miles.	1/5/16	12	26	12/26/15	18:45	10	40.0	1	26.562849671	-81.949529035
12/26/15 18:20	Hinesville	GA	Circle	10 minutes	3 yellow red circles seen in a triangular shape in the sky.	1/5/16	12	26	12/26/15	18:20	10	600.0	1	31.846879277	-81.595945911
12/26/15 18:00	Redmond	WA	Circle	1 minute	Ball of fire moving very slowly across the sky.	1/5/16	12	26	12/26/15	18:00	10	60.0	1	47.673986314	-122.121509759
12/26/15 17:15	DeLuz	CA	Cylinder	3 seconds	Large object on fire fell horizontally from sky and landed behind rocky hills, Riverside, CA.	1/20/16	12	26	12/26/15	17:15	9	3.0	1	33.358916102	-117.270868194
12/26/15 02:15	Eagan	MN		5 seconds	3 flashes of green light.	1/5/16	12	26	12/26/15	02:15	2	5.0	1	44.804127479	-93.16688963
12/26/15 00:30	Elmhurst	NY	Circle	30 minutes	Blue light in the sky.	1/5/16	12	26	12/26/15	00:30	1	1800.0	1	42.11810883	-79.293657711
12/25/15 22:30	Upton	MA	Formation	10 minutes	4 lights spreading out from one point, rotating 45 degrees, then meeting again.  ((NUFORC Note:  Advertising lights?  PD))	1/5/16	12	25	12/25/15	22:30	12	600.0	1	42.174538323	-71.602287727
12/25/15 22:00	Moncks Corner	SC	Fireball	~5 minutes	My family and myself witnessed 5 glowing fireball like orbs in the sky late Christmas night.	1/8/16	12	25	12/25/15	22:00	12	300.0	1	33.195999059	-80.013139366
12/25/15 21:30	Blaine	MN	Other	~50 minutes	At around 9:00 or 9:30 at night, my brother and I were almost home when we noticed two burnt orange spheres.	1/5/16	12	25	12/25/15	21:30	11	3000.0	1	45.160797329	-93.234946091
12/25/15 21:00	Norwalk	CT	Light	15-20 minutes	About a dozen separate red lights flying slowly east then veering north.	1/5/16	12	25	12/25/15	21:00	11	1200.0	1	41.117595614	-73.407896501
12/25/15 21:00	Cape Coral	FL	Light	15 minutes	We had spend an couple hours enjoying a very small fire in a rock fire pit in our back yard.  The fire was out down to embers.	1/5/16	12	25	12/25/15	21:00	11	900.0	1	26.562849671	-81.949529035
12/25/15 20:30	Ellington	CT	Other	10 minutes	2 aircraft with center orange lights, followed by 5 similar aircraft.	1/5/16	12	25	12/25/15	20:30	11	600.0	1	41.903986331	-72.469806245
12/25/15 20:30	Bellingham	WA	Formation	2 hours+	At about 8:30-8:45pm on Christmas Night, I stepped out into my back yard and looked at the western sky.  Through the tall trees.	1/5/16	12	25	12/25/15	20:30	11	7200.0	1	48.759546483	-122.488218218
12/25/15 20:18	Londonderry	NH	Cigar	5 minutes	Three elongated craft with red lights on nose and tail and a orange strobe in the middle.	1/5/16	12	25	12/25/15	20:18	11	300.0	1	42.865087545	-71.373946489
12/25/15 19:30	Albuquerque	NM	Other	5 minutes	Changing flame and morphing balloon.	1/5/16	12	25	12/25/15	19:30	10	300.0	1	35.084485979	-106.651135567
12/25/15 19:00	Greene	NY	Fireball	3 minutes	Fireballs about 20 feet above the treetops-Traveling slowly in an easterly direction-3 fireballs made a triangular pattern.	1/5/16	12	25	12/25/15	19:00	10	180.0	1	42.329239095	-75.769907901
12/25/15 16:35	Beaverton	OR	Circle	8-10 minutes	There were 8 med. height flying objects evenly spaced in formation with no sound and no flashing lights the orange lights were steady.	1/5/16	12	25	12/25/15	16:35	9	600.0	1	45.487058877	-122.803707722
12/25/15 16:30	University Place	WA	Formation	20 seconds	Three starlike objects moving SLOWLY across the sky in unison either at high altitude or in orbit.	1/5/16	12	25	12/25/15	16:30	9	20.0	1	47.235648711	-122.5503982
12/25/15 06:45	Bellingham	WA	Changing	3 minutes	Bellingham, WA, 3 unknown flying crafts appeared at approximately 6:30 PM Pacific Time. They were red/orange colored.	1/5/16	12	25	12/25/15	06:45	4	180.0	1	48.759546483	-122.488218218
12/25/15 02:30	Salem	OR	Changing	30 minutes	Christmas was just over, I stepped out to smoke in the cold, I focused on a bright star that seemed to b flickering, I lost contact.	1/5/16	12	25	12/25/15	02:30	2	1800.0	1	44.942899664	-123.035099689
12/25/15 00:05	Palm Beach Gardens	FL	Triangle	5 seconds	I came out my house right after midnight Christmas Eve to take some stuff from my car and happened to see this object with rectangular.	1/5/16	12	25	12/25/15	00:05	1	5.0	1	26.823385552	-80.138646729
12/24/15 23:38	Avondale	AZ	Light	1 minute	After filing an initial report I went back outside and to my surprise I saw another object with the same orange/salmon flickering.	1/5/16	12	24	12/24/15	23:38	12	60.0	1	33.435598298	-112.349596397
12/24/15 23:00	Cranston	RI	Oval	3 minutes	As soon as I exit the Walgreens on Broad. St My attention is immediately captured by a very bright, very low hovering light. The light	1/8/16	12	24	12/24/15	23:00	12	180.0	1	41.779819849	-71.437278369
12/24/15 22:30	Avondale	AZ	Light	3 minutes	There were 2 flickering bright orange colored lights traveling from S to S.  I could not identify any shape.  No a/c lights.	1/5/16	12	24	12/24/15	22:30	12	180.0	1	33.435598298	-112.349596397
12/24/15 22:00	Plum	PA	Fireball	5 minutes	3 bright perfectly lined up orbs that vanished one by one.	1/5/16	12	24	12/24/15	22:00	12	300.0	1	40.500349387	-79.749489762
12/24/15 22:00	Revere	MA	Triangle	45 seconds	Triangle shaped object with 3 red lights, no sound floating in sky.	1/5/16	12	24	12/24/15	22:00	12	45.0	1	42.408427568	-71.011989609
12/24/15 21:32	Bend	OR	Circle	4-5 minutes	5 orange glowing lights seen by 2 witnesses, heading south to north, over Bend, Oregon, on Christmas Eve 2015.	1/5/16	12	24	12/24/15	21:32	11	300.0	1	44.058165674	-121.315307299
12/24/15 21:00	Angola	NY	Cigar	1 hour and counting	15/20 blue, cigar-shaped, craft hover silently and strobed blue on the length of the crafts. Multiple witnesses.	1/5/16	12	24	12/24/15	21:00	11	3600.0	1	42.638388662	-79.027816801
12/24/15 20:45	Cicero	NY	Light	5 minutes	3 orange/red lights gliding across sky.	1/5/16	12	24	12/24/15	20:45	11	300.0	1	43.175618489	-76.119369391
12/24/15 20:27	Wind Lake	WI	Triangle	5 minutes	UFO's Spotted in Wind Lake, WI on Christmas Eve.	1/5/16	12	24	12/24/15	20:27	11	300.0	1	42.829459707	-88.158699046
12/24/15 20:15	Brush Prairie	WA	Light	2 minutes	8 red lights in the night sky stationary in a weird diagonal formation.	1/5/16	12	24	12/24/15	20:15	11	120.0	1	45.732885563	-122.546488047
12/24/15 20:07	Easton	PA	Circle	4 minutes	Red dots seen in the sky Christmas Eve 2015 Easton, Pennsylvania.	1/5/16	12	24	12/24/15	20:07	11	240.0	1	40.688428197	-75.220727134
12/24/15 19:50	Draper	UT	Cone	6 minutes	Seven golden orbs climbing E from point of the mountain that disappeared into the clouds.	1/5/16	12	24	12/24/15	19:50	10	360.0	1	40.524669729	-111.863819504
12/24/15 19:30	Weaverville	NC	Light	5 minutes	"Driving N on future 26 towards Mars Hill between Flat Creek exit and Juliter Rd we saw 8 or 9 red orange lights hovering in a ""Y."""	1/5/16	12	24	12/24/15	19:30	10	300.0	1	35.697048122	-82.560687302
12/24/15 19:30	Mesquite	NV	Unknown	3 minutes	3 red lighted objects flying in the Mesquite southern sky all in a line.  2 disappeared.  One hovered and then disappeared.	1/5/16	12	24	12/24/15	19:30	10	180.0	1	36.805529257	-114.067188482
12/24/15 19:20	Kalispell	MT	Fireball	5-7 minutes	3 fiery orange balls cam from the south, turned and headed nw, followed by 3 bright flashes.	1/5/16	12	24	12/24/15	19:20	10	420.0	1	48.19578701	-114.312907177
12/24/15 19:17	Renton	WA	Unknown	3 minutes	6 white/red objects moving west to east over Renton, WA.	1/5/16	12	24	12/24/15	19:17	10	180.0	1	47.482879272	-122.217067779
12/24/15 18:01	Sligo	PA	Rectangle	10 minutes	3 bright vertical spinning objects ascending.	1/5/16	12	24	12/24/15	18:01	10	600.0	1	40.643396193	-79.691705889
12/24/15 17:00	Gainesville	FL	Triangle	30	3 lights that formed a triangle fairly high in the sky, they gave off a orange reddish glow.	1/5/16	12	24	12/24/15	17:00	9	877.0	1	29.651627579	-82.324827232
12/24/15 11:35	Tomahawk	WV	Triangle	30 seconds	((HOAX??  Contact information defective.))  White triangle moving about the sky.	1/5/16	12	24	12/24/15	11:35	6	30.0	1	39.530365961	-78.046948841
12/24/15 09:05	Oceanside	CA	Light	20 minutes	Had to be a UFO sighting over Oceanside, CA near College Blvd, not military playing Santa.	1/5/16	12	24	12/24/15	09:05	5	1200.0	1	33.195868571	-117.379479556
12/24/15 02:17	Los Angeles	CA	Sphere	1 hour	Rounded-shaped UFO, shining out a very bright light flying in diverse directions, until it kept still, but still visible.	1/5/16	12	24	12/24/15	02:17	2	3600.0	1	34.052228079	-118.243677369
12/24/15 02:00	Shelbyville	IN	Light	5 minutes	Multiple fast moving groups of lights.	1/5/16	12	24	12/24/15	02:00	2	300.0	1	39.521438753	-85.7769164
12/24/15 01:49	Omaha	NE	Light	brief	Entire city lit up with light and a huge boom! The entire city is talking about it and several news stations are covering it.	1/5/16	12	24	12/24/15	01:49	1	877.0	1	41.258608601	-95.937788746
12/23/15 23:40	Mill Run	PA	Unknown	5 seconds	It was a big ball of light and I saw it hover for about 4 seconds and then shot off	1/5/16	12	23	12/23/15	23:40	12	5.0	1	39.951186618	-79.45447794
12/23/15 21:15	Concord	CA	Fireball	15 minutes	Walking my friend to her car at 915pm in Concord, CA, we looked up in the sky and a sky lantern or what looked like a floating ca	1/5/16	12	23	12/23/15	21:15	11	900.0	1	37.977976717	-122.031067784
12/23/15 21:00	Tucson	AZ	Fireball	2 minutes	Fireball, East Tucson.	1/5/16	12	23	12/23/15	21:00	11	120.0	1	32.221736513	-110.926476182
12/23/15 19:30	Rochester	NY	Diamond	13 minutes	Square or diamond shaped object hovering and moving very fast over Rochester, NY.  12/23/15 7:30 p.m. (EST).	1/5/16	12	23	12/23/15	19:30	10	780.0	1	43.154776339	-77.615558622
12/23/15 19:30	Grafton	WV	Light	5 minutes	Strange light moving in an odd pattern above high voltage power transmission lines.	1/5/16	12	23	12/23/15	19:30	10	300.0	1	39.340919272	-80.018966349
12/23/15 16:30	Toluca Lake	CA	Rectangle	10 seconds	A box-shaped transparent object reflected by sunlight over Universal Studio Hollywood trailing clouds made by an aircraft.	1/5/16	12	23	12/23/15	16:30	9	10.0	1	34.146188742	-118.348077105
12/23/15 16:00	St. Charles	MO	Other	3 hours	We were walking out of Bass Pro shop when my 9 year old said mom the wings on that plane are to short for that commercial plane we beg.	1/14/16	12	23	12/23/15	16:00	9	10800.0	1	38.783936198	-90.48122645
12/23/15 08:15	Weymouth	MA	Sphere	8 minutes	Multiple black spheres in sky at Weymouth Landing train station.	1/5/16	12	23	12/23/15	08:15	5	480.0	1	42.220929206	-70.939766518
12/23/15 05:30	Springfield	MO	Formation	1-2 minutes	I was looking out my window and thought I seen a plane I kept my eye on it but it didn't move I had my binoculars right there so I grab	1/5/16	12	23	12/23/15	05:30	3	120.0	1	37.215325893	-93.298237474
12/23/15 04:00	Modesto	CA	Circle	4 minutes	I went outside to look at my pool there were some leaves in the water saw the reflection of three white lights high in the sky.	1/5/16	12	23	12/23/15	04:00	3	240.0	1	37.639098288	-120.996879556
12/22/15 21:30	Harlansburgh	PA	Light	15 minutes	It was around 9:30 at night. White lights coming out of the east sky. No noise. 75 plus lights they disappeared in the moon light. I lo	1/5/16	12	22	12/22/15	21:30	11	900.0	1		
12/22/15 20:28	San Tan Valley	AZ	Sphere	2 minutes	Orange ball of light across sky.	1/5/16	12	22	12/22/15	20:28	11	120.0	1	33.191098994	-111.527996304
12/22/15 19:43	Seattle	WA	Disk	2 minutes	I was taking a photo of the Space Needle at night, but didn't see anything in the sky at that time.  Photo shows a bright blueish obj..	3/11/16	12	22	12/22/15	19:43	10	120.0	1	47.606208828	-122.332068574
12/22/15 19:30	Queen Creek	AZ	Formation	5+ minutes	"String of green ""Christmas lights"" in the western sky over Phoenix."	1/5/16	12	22	12/22/15	19:30	10	300.0	1	33.248657887	-111.634299371
12/22/15 19:15	Queen Creek	AZ	Changing	10 minutes	Multiple point source lights, Very intense RGB color spectrum.  Some would wink on and off, some in a pattern, Pattern moved across sky	1/5/16	12	22	12/22/15	19:15	10	600.0	1	33.248657887	-111.634299371
12/22/15 19:12	Bullhead City	AZ	Fireball	30-40 seconds	4 slow moving objects with colored tails traveling southeast.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	19:12	10	40.0	1	35.147777363	-114.568295515
12/22/15 19:05	Cedar City	UT	Other	5 minutes	Odd yellow light came closer and appeared to have a non-plane type movement, pulsed.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	19:05	10	300.0	1	37.677479882	-113.06188769
12/22/15 18:45	Goleta	CA	Fireball	90 seconds	Fireball shoots across early evening sky for a minute and half over L.A..  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:45	10	90.0	1	34.43582804	-119.827635812
12/22/15 18:30	Menifee	CA	Fireball	40 seconds	Rocket or comet traveling fast northwest to southeast, bright with long sparkling tail. ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:30	10	40.0	1	33.72834682	-117.146418238
12/22/15 18:15	Bakersfield	CA	Fireball	10 seconds	Fast moving burning object.  Orange and white tail.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:15	10	10.0	1	35.373288351	-119.018706595
12/22/15 18:15	Palm Springs	CA	Fireball	3-8 minutes	Fireball or meteor breaking up over Palm Springs.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:15	10	480.0	1	33.830298773	-116.54528958
12/22/15 18:10	Moorpark	CA	Light	2 minutes	Comet-like appearance.   ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:10	10	120.0	1	34.285559374	-118.882035723
12/22/15 18:10	Susanville	CA	Sphere	1-2 minutes	Orange/amber light, w/ contrail, over Susanville, CA.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:10	10	120.0	1	40.416278847	-120.65300657
12/22/15 18:10	Las Vegas	NV	Fireball	7 minutes	A fireball across Las Vegas Valley.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:10	10	420.0	1	36.174968712	-115.13721603
12/22/15 18:10	Sky Valley	CA	Cigar	:60	Streaking comet like with long light spray trail.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:10	10	877.0	1	33.890017474	-116.352508687
12/22/15 18:10	Huntington Beach	CA	Fireball	15 seconds	Obj. was observed as a streak of light going horizontal across the sky.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:10	10	15.0	1	33.660299358	-117.999227561
12/22/15 18:09	Las Vegas	NV	Light	90 seconds	Low Comet Stream with 3 Tails.  ((NUFORC Note:  Re-entering satellite debris.  PD))	1/5/16	12	22	12/22/15	18:09	10	90.0	1	36.174968712	-115.13721603
12/22/15 18:08	Lafayette	CA	Unknown	2 minutes	High altitude dark amber light with a tail moving in a straight line from W to E.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:08	10	120.0	1	37.8857574	-122.118018068
12/22/15 18:08	Desert Hot Springs	CA	Cylinder	:35	Strange light in northern sky over Coachella Valley.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:08	10	877.0	1	33.961115665	-116.50167945
12/22/15 18:05	Las Vegas	NV	Cigar	40 seconds	Flaming red cigar shaped with white and yellowish tail streaking across the sky.  ((NUFORC Note:  Re-entering space debris.  PD))	1/5/16	12	22	12/22/15	18:05	10	40.0	1	36.174968712	-115.13721603
